genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Folk,Snail Mail,Thinning,7iydxKAOIhIVKEF6MxdLzt,55,0.481,0.423,203750.0,0.915,0.784,E,0.105,-7.731,Major,0.0419,132.19,4/4,0.757
Electronic,Primal Scream,Movin' on Up,5Vx3e9PipiEceifVyBzCdj,50,0.0846,0.508,230533.0,0.808,0.000727,C,0.0719,-12.496,Minor,0.0403,94.255,4/4,0.209
Movie,Riders In The Sky,Be Honest With Me,1x9lXltHEKBfRIhZCIckrd,1,0.821,0.471,141107.0,0.289,0.0,D#,0.08,-12.99,Major,0.0794,165.884,4/4,0.764
Children’s Music,Weezer,Photograph,4hA3OFMvHCFCK3TfJYdbif,47,9.33e-05,0.463,139093.0,0.899,0.00145,A,0.395,-4.554,Major,0.0459,124.796,4/4,0.404
Movie,Chorus - Mulan,"Lesson Number One - From ""Mulan II"" / Soundtrack Version",6JNCvYkbaD19DZIMo0o9ul,45,0.73,0.385,146907.0,0.412,5e-05,G,0.0977,-9.405,Major,0.0394,126.102,4/4,0.422
Opera,Bryn Terfel,The Fields Of Athenry,6W5ILEFE65EHs9E2jJQJ4L,22,0.93,0.246,258453.0,0.213,0.0202,F,0.105,-14.22,Major,0.0358,84.898,3/4,0.142
Electronic,Fatboy Slim,The Weekend Starts Here,598ylxIn0rnHCViJDDpsLr,21,0.019,0.462,401360.0,0.556,0.808,C#,0.115,-10.747,Minor,0.0305,80.772,4/4,0.344
Alternative,Queens of the Stone Age,Make It Wit Chu,0Cgd3CK6D2hhbwmLRvtscH,54,0.425,0.705,290493.0,0.811,6.15e-05,A,0.126,-5.201,Major,0.0285,91.974,4/4,0.519
Children’s Music,KAYTRANADA,IT WAS MEANT 2 B,1nDhL6yVejczIo4SwzUyvO,51,0.00238,0.827,240147.0,0.577,0.259,C#,0.154,-8.119,Minor,0.202,94.908,4/4,0.489
Opera,Georges Bizet,Mi par d'udir ancora,0svZZOeM8RjMywd1N5e7dc,28,0.996,0.296,208960.0,0.187,0.00221,G#,0.186,-12.972,Minor,0.0322,70.123,5/4,0.162
Country,Carrie Underwood,Look at Me,30vfmE5gZLW1VtghknFwTn,44,0.592,0.441,195720.0,0.407,0.0,E,0.366,-4.782,Major,0.027,80.51,4/4,0.103
Rap,Luke Christopher,CALL ME BACK,1SXGhCgUoz84WTIBsRT7lx,50,0.346,0.738,171253.0,0.612,0.0,F,0.356,-4.573,Minor,0.0786,90.645,5/4,0.388
Movie,Susan Egan,Anyone Can Whistle / Not While I'm Around,7CzucD8UlZzOoWmOD2pllp,27,0.858,0.432,189107.0,0.168,6.26e-06,F#,0.105,-12.063,Major,0.0383,103.364,4/4,0.346
Anime,Nobuo Uematsu,The Mushroomery,61ZgWJ5y1HsT6IgMzP38Jo,26,0.833,0.298,175215.0,0.187,0.609,B,0.323,-16.859,Minor,0.0288,73.507,4/4,0.104
Movie,Randy Newman,Gainesville (with Lisa Ronstadt) - Remastered Version,7yfWI4EoSwuGcPtrbABnvP,7,0.888,0.206,210200.0,0.098,1.39e-06,A,0.123,-16.037,Major,0.0428,46.253,3/4,0.148
Blues,Lynyrd Skynyrd,Red White & Blue,3YXOIoF8Ly9l01zV1GePeg,42,0.122,0.464,331560.0,0.737,0.000196,C#,0.14,-5.501,Major,0.0341,135.098,4/4,0.19
Classical,Igor Stravinsky,The Firebird Suite *: Firebird: Lullaby,3AlIXRleKQqiQl0HhDvnxT,34,0.945,0.114,207867.0,0.041,0.925,G#,0.123,-23.071,Minor,0.042,65.505,3/4,0.0372
Children's Music,Juice Music,Clap Hands With Me,6hwwn0VQsoCMHCgl6z0mRH,0,0.871,0.865,103573.0,0.376,0.0,C,0.212,-8.747,Major,0.0369,107.534,3/4,0.973
Alternative,Citizen Way,WaveWalker,1y0Fq8z3sVmQ9bHbT3r5Zy,45,0.00532,0.673,193293.0,0.798,0.0,G#,0.123,-5.123,Minor,0.0337,119.976,4/4,0.63
Classical,Wolfgang Amadeus Mozart,"String Quartet No. 5 in F Major, K. 158: I. Allegro",72jkbEKOLxIsgyixfkIChl,22,0.989,0.27,200547.0,0.0319,0.885,F,0.495,-24.136,Major,0.044,79.02,3/4,0.422
Ska,Screeching Weasel,Every Night,2DGoiBUZSbprAcvGw5l1W7,24,0.00048,0.22,222707.0,0.872,0.000186,G#,0.0541,-5.388,Major,0.0461,177.017,4/4,0.414
Indie,José González,Step Out,6ujI5tE2O7PIBtG7A7ZdQN,55,0.0159,0.441,241573.0,0.589,0.409,G#,0.155,-10.393,Major,0.0461,144.809,4/4,0.159
Folk,Corey Harper,No Good Alone,54ms9bHZw8vqWYf3ZsEMpG,44,0.0628,0.798,191026.0,0.575,0.00142,A,0.073,-6.82,Major,0.0328,93.997,4/4,0.697
Reggae,Beres Hammond,Love Story In Dub,33yfiAtN7Yn2i5QUwGfTe4,26,0.0204,0.679,264432.0,0.486,2.19e-05,A#,0.356,-8.688,Major,0.169,157.995,4/4,0.587
Opera,Giacomo Puccini,"Puccini : Tosca : Act 1 ""Ah quegli occhi... Quale occhio al mondo"" [Tosca, Cavaradossi]",6gyMBPCUIunNQ6m6Ki4Zub,9,0.975,0.277,315026.0,0.242,0.000159,C#,0.149,-15.001,Minor,0.0398,85.393,3/4,0.127
Classical,Johann Sebastian Bach,"Concerto in D Minor for Two Violins, BWV 1043: Concerto in D Minor for Two Violins, BWV 1043: I. Vivace",3p6MzX67qzgzgHlGaq62HM,52,0.875,0.61,208493.0,0.473,0.0023,C#,0.245,-15.869,Minor,0.0438,107.517,4/4,0.809
R&B,Iggy Azalea,Fuck Love,5lcqxNUw7TJE57tUedUHNR,45,0.00453,0.829,159589.0,0.949,7.49e-05,C#,0.325,-2.627,Major,0.069,112.015,4/4,0.587
Children's Music,Dan Zanes,Pay Me My Money Down,2kktmDGFq9l7uSIev2PYfV,0,0.825,0.553,133760.0,0.41,0.0,D,0.131,-8.1,Major,0.0375,137.088,4/4,0.811
Movie,Kristin Chenoweth,Babette,2r9Vw1FiBvPQjLPidXsdfP,10,0.852,0.539,370400.0,0.362,0.0,D,0.183,-10.847,Major,0.0881,117.411,4/4,0.434
Jazz,leaf beach,night.moves,1lp8PwUG8I9RxJUCXmbTiI,44,0.337,0.637,97907.0,0.37,0.583,B,0.109,-11.788,Minor,0.0548,85.219,4/4,0.226
Electronic,Nightmares On Wax,Chime Out,5AwrPByOYq50oCHjDfGAan,34,0.45,0.772,68720.0,0.444,0.0,C,0.29,-15.029,Major,0.074,120.058,5/4,0.609
Ska,Streetlight Manifesto,Supernothing,5Gip4PGY3m7CEGyQDCBM0F,32,0.00101,0.403,170747.0,0.945,0.0,C,0.112,-2.599,Major,0.278,96.503,4/4,0.481
Rap,Tory Lanez,MiAMi (feat. Gunna),6bMIExEulvwM2X6zsuiYwr,70,0.0189,0.674,244470.0,0.862,0.0,G,0.113,-3.4,Major,0.231,160.073,4/4,0.357
Pop,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,76,0.0576,0.497,268187.0,0.489,9.91e-05,B,0.122,-7.724,Minor,0.294,171.853,4/4,0.231
Blues,The Allman Brothers Band,Jelly Jelly,3uxiL8pTS8vwJd4Hgobd7b,33,0.566,0.367,346333.0,0.462,0.223,F,0.395,-9.633,Major,0.031,178.496,3/4,0.376
Reggaeton,Joey Montana,Unico Amor,39lOb1cR1Ypszb0xAJrX8h,24,0.273,0.734,211280.0,0.733,1.09e-05,G#,0.0921,-6.078,Major,0.0288,108.997,4/4,0.844
Blues,Ernie K-Doe,A Certain Girl - 2002 Digital Remaster; 24 Bit Mastering,5VToyZ5cdGGwakh4wRSvMK,24,0.653,0.81,165827.0,0.712,0.0,C#,0.214,-9.166,Major,0.0398,129.113,4/4,0.955
Country,Corb Lund,Rye Whiskey / Time to Switch to Whiskey,3veaE3NlbgiHo5SySyG2Bb,40,0.411,0.494,278147.0,0.776,0.0,G,0.973,-8.257,Major,0.0835,116.241,3/4,0.645
Reggae,Tropidelic,Leviathan,6TUjj99B5Y8C962bPaEUYd,39,0.302,0.586,207840.0,0.455,0.0,A#,0.581,-10.141,Major,0.167,139.99,5/4,0.312
Electronic,The Prodigy,Breathe (Zeds Dead Remix),7Ew538VbAL6TZlcBcxlQoR,43,0.175,0.672,276387.0,0.989,0.596,D#,0.284,-2.425,Minor,0.164,125.998,4/4,0.156
Children's Music,Kimbo Children's Music,Bad Guys (Driving 4/4 Meter),3JqqRxLxxLu2YzpOKgXJK7,0,0.613,0.547,161893.0,0.683,0.179,D,0.428,-7.276,Minor,0.0561,142.038,4/4,0.719
Blues,George Thorogood & The Destroyers,Madison Blues,30sL6BVhRXnn1UUtPlgqBe,37,0.000839,0.472,268787.0,0.714,0.135,D,0.115,-12.985,Major,0.0325,142.465,4/4,0.931
Classical,Andrei Krylov,Italian Renaissance Lute Branle,5Sctb6UByArmgMaSyD2MHm,29,0.973,0.438,133880.0,0.272,0.897,A#,0.123,-19.786,Minor,0.0467,135.789,3/4,0.709
Dance,Selena Gomez & The Scene,Tell Me Something I Don't Know,6nhvIZeu7g6OsDCLj1DKLl,48,0.116,0.703,175333.0,0.939,0.0,G,0.0508,-3.314,Minor,0.177,145.024,4/4,0.917
Rock,Grateful Dead,Brokedown Palace - 2013 Remaster,362CS15hE1upuTKoWApzLn,48,0.325,0.456,249065.0,0.336,0.0,F,0.097,-14.26,Major,0.0366,115.524,4/4,0.316
Rock,MGMT,The Youth,5nv854ey1k43KaZ0kHmE4Z,53,0.122,0.485,228013.0,0.799,0.0054,F,0.33,-5.886,Major,0.029,111.012,3/4,0.468
Comedy,Martin Lawrence,The Break Up,1EjaB07cgfF9HEQHlW7kZA,0,0.828,0.557,234754.0,0.905,0.0,F#,0.913,-10.984,Minor,0.885,110.682,4/4,0.329
Rap,Chris Brown,Yoppa,3BuwxIMcFvxFOiGfXyN3I7,51,0.496,0.623,183960.0,0.66,0.0,G#,0.282,-5.528,Minor,0.0607,139.989,4/4,0.557
Opera,Gioachino Rossini,"The Barber of Seville, Act I Scene 1: Piano, pianissimo, senzar parlar (Fiorello, Musicians, Count)",6XjfQAe3f7PNkdv1EmGbB9,19,0.985,0.31,177067.0,0.092,0.0719,G,0.108,-24.965,Major,0.0396,100.516,3/4,0.272
Comedy,Chris Rock,The Church of the ATM - GH Version,5B8xdOtwLUjmqTZ0ispjMB,27,0.648,0.704,170600.0,0.701,0.0,A#,0.63,-12.264,Major,0.951,84.448,4/4,0.222
Ska,Westbound Train,The Runaround,58FaQCiiRR2HdS9NMtdDKg,13,0.116,0.687,248160.0,0.594,0.0,A,0.189,-4.294,Minor,0.0356,116.145,4/4,0.726
Blues,The Fleetwoods,Come Softly To Me,603N4XGJUTbK760GLCvIIs,49,0.93,0.601,144933.0,0.095,0.000285,C#,0.116,-18.478,Major,0.0374,122.975,4/4,0.672
Indie,Clairo,Sis,6Qoz4HdYCIzQCmEd8ARYWP,58,0.545,0.511,136281.0,0.512,0.93,E,0.116,-9.091,Major,0.0331,120.159,4/4,0.159
Blues,Left Lane Cruiser,The Pusher,79ooi00e7U8BkiPRoawHo0,33,0.105,0.521,386653.0,0.95,2.4e-05,C,0.131,-6.256,Major,0.0969,142.174,4/4,0.355
Reggae,Katastro,See You in Hell,7EcrIYq7WAnfCKCtYM4dbT,32,0.139,0.754,193103.0,0.734,0.0,G,0.123,-5.561,Major,0.154,87.028,4/4,0.46
Ska,The Black Seeds,Wide Open,0U0jFvkZ6Gi61Y7Q7yxgH1,16,0.146,0.942,327907.0,0.711,0.633,F,0.116,-8.076,Minor,0.0559,115.147,4/4,0.887
Reggae,Zona Ganjah,No estes triste,7joICYrzcIcYsnIdwjwtIy,44,0.664,0.784,270947.0,0.796,0.0,E,0.84,-4.596,Minor,0.0513,123.044,4/4,0.737
Rap,Ciara,Like a Boy,358bOvBiZCS9fRzNYosw6c,61,0.267,0.701,237053.0,0.724,0.0,C,0.0867,-5.751,Minor,0.145,132.035,4/4,0.425
Comedy,Kevin Nealon,Messing with Cops,0HXCOig0k6KeDGXGFEqU5Z,13,0.665,0.518,313333.0,0.93,0.0,F#,0.593,-4.851,Major,0.916,86.83,3/4,0.465
Rock,Cheap Trick,Surrender,2ccUQnjjNWT0rsNnsBpsCA,70,0.00717,0.524,253733.0,0.955,8.77e-06,C,0.659,-7.081,Major,0.0411,133.849,4/4,0.869
R&B,AlunaGeorge,Kaleidoscope Love - Kaytranada Edition,0eTX0DeAdYZGCUIpUNNbLw,49,0.22,0.819,348527.0,0.456,0.0591,E,0.0838,-13.148,Minor,0.192,115.037,4/4,0.324
Pop,Creed,My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR,70,0.000101,0.32,294600.0,0.88,4.31e-06,D,0.076,-6.035,Major,0.0504,146.349,4/4,0.257
Blues,Peter Frampton,Do You Feel Like We Do - Live,0qqRwBkq7oWv6QnIRLfQKe,47,0.0435,0.318,826813.0,0.663,0.00391,C,0.937,-8.531,Major,0.0328,104.804,4/4,0.365
Folk,Elliot Root,"10,000",51llFColLwpUHrQKFgylXc,44,0.156,0.601,247016.0,0.575,0.000997,D,0.0826,-7.802,Major,0.0298,124.058,4/4,0.143
Alternative,Gorillaz,"White Flag (feat. Bashy, Kano and the National Orchestra for Arabic Music)",3famfyGuWw5QFcVO5Xk1uW,47,0.0725,0.73,223467.0,0.639,0.000795,C,0.174,-6.987,Major,0.142,102.333,4/4,0.563
Blues,"Crosby, Stills & Nash",Everybody's Talkin',2moQAQK2TFktQZY0aDmFC9,33,0.953,0.579,193507.0,0.136,0.00463,B,0.1,-17.791,Major,0.0318,98.496,4/4,0.104
Alternative,Los Enanitos Verdes,Guitarras Blancas,3V9dPuQWZOUQY3KYJJWnP3,58,0.0707,0.632,266827.0,0.754,4.62e-05,G#,0.14,-4.639,Major,0.0385,145.066,4/4,0.792
Alternative,The Story So Far,All Wrong,5lMx7cJFnmW8fV0EZqYGjQ,45,0.00118,0.393,182124.0,0.96,0.0,A#,0.405,-4.159,Minor,0.117,173.855,4/4,0.365
Alternative,Phosphorescent,New Birth in New England,3YOv5LNRVbrmWnVVyk3Flj,53,0.245,0.56,299685.0,0.959,0.652,F#,0.531,-5.493,Major,0.0652,103.006,4/4,0.618
Folk,Phosphorescent,Song For Zula,3zr2s3o2Ye1j6t0ZMdoUYi,62,0.729,0.492,370200.0,0.626,0.533,E,0.0509,-8.26,Major,0.0349,86.016,4/4,0.524
Folk,Dala,Dream a Little Dream of Me,1Bcvf1B43yNT9liL8ajutf,42,0.923,0.546,125107.0,0.0947,0.0,C,0.274,-15.3,Major,0.0322,78.583,1/4,0.411
Country,High Valley,County Line,0px0N4hIsQg1ITVi4Nee5c,37,0.0195,0.503,209735.0,0.959,1.12e-06,G,0.197,-2.538,Major,0.0387,150.069,4/4,0.678
Blues,The Black Keys,Money Maker,1S8PKtVKvJWwOwfQpQxzWV,52,0.000314,0.503,177240.0,0.741,0.574,F,0.44,-5.672,Major,0.0357,120.998,4/4,0.544
Reggaeton,Wisin,Que Se Sienta el Deseo,3F6syPrYwMJ0V6S2JC1Hvq,50,0.21,0.643,251427.0,0.886,0.0,G#,0.305,-3.741,Major,0.132,129.975,4/4,0.643
Alternative,Xavier Omär,If This Is Love,2v9TxPdblHMBRir1y9uIqw,52,0.224,0.744,220301.0,0.472,0.000215,G,0.225,-9.757,Minor,0.111,104.063,4/4,0.281
Reggaeton,Tempo,Sín Título,5QYBNRyquuzJkVQKKy21WT,32,0.214,0.486,204211.0,0.766,0.0,C#,0.132,-5.477,Major,0.348,81.575,4/4,0.289
Children’s Music,Radiohead,Exit Music (For a Film),4Na0siMtWOW9pJoWJ1Ponv,67,0.229,0.293,267187.0,0.276,0.119,G,0.167,-11.353,Major,0.0351,121.603,4/4,0.196
Reggaeton,J Balvin,Eras Así,19yfOVNBk5X0xNW9sAfkoB,39,0.241,0.833,227027.0,0.845,5.19e-05,B,0.365,-4.664,Major,0.0718,130.024,4/4,0.961
Ska,Dance Hall Crashers,Street Sweeper,4rtfHJja7uZnct5JqMIlXe,14,0.313,0.524,152573.0,0.966,0.443,G,0.113,-4.583,Minor,0.128,184.609,4/4,0.732
Soul,Paolo Nutini,Last Request,6xM8oBy40nK1rOd8WmoOPx,69,0.241,0.605,220413.0,0.704,0.0,F,0.137,-6.564,Major,0.0476,80.925,4/4,0.4
Alternative,Aaron Lewis,Country Boy (feat. George Jones & Charlie Daniels),77A7dWpSxVoauUbJn83Oj3,62,0.296,0.595,283347.0,0.667,0.0,F#,0.109,-6.442,Major,0.034,121.949,4/4,0.272
Children’s Music,I AM THEY,My Feet Are on the Rock,33q4ENIRByGmdKeRWoIfSm,52,0.00171,0.612,183707.0,0.83,0.0,C,0.125,-4.361,Major,0.0464,103.84,4/4,0.525
Classical,Kronos Quartet,The Color of Moonlight,79YrtZRuMKuLaL1kcCrflc,28,0.977,0.191,263680.0,0.0506,0.00379,D,0.0897,-17.751,Minor,0.0428,102.034,3/4,0.0446
Movie,Chantal Goya,Comme c'est bon de rêver,70IGwqdGEHuJbb7YMunAhW,13,0.354,0.686,189827.0,0.64,0.0,A#,0.204,-7.263,Major,0.0294,114.648,4/4,0.587
Blues,Shovels & Rope,I'm Comin' Out (Radio Edit),19HtLLtqeiVqObYpQ3xlId,39,0.0955,0.654,193577.0,0.829,3.37e-06,E,0.737,-7.322,Major,0.0328,94.476,4/4,0.787
Indie,HAIM,If I Could Change Your Mind,056mbYcqyQo86Rfr9XfyYm,48,0.0183,0.671,229373.0,0.85,9.82e-05,D,0.0766,-5.557,Minor,0.0426,125.004,4/4,0.736
Soundtrack,Max Richter,Luminous,2cQ9Gu7qFvXTJcPEOjdd4V,36,0.924,0.257,305726.0,0.319,0.923,E,0.298,-13.282,Major,0.0365,80.115,4/4,0.0349
Comedy,Denis Leary,Drugs,72C5owbP4nLRWpEKYUZL3o,24,0.776,0.652,504933.0,0.757,0.0,F#,0.726,-12.83,Minor,0.933,80.428,4/4,0.69
Electronic,DJ Shadow,Scale It Back - Radio Edit,36cPAjE8pUyFKoAqOuNpew,50,0.0494,0.634,220027.0,0.685,0.00761,G#,0.0923,-7.968,Major,0.0262,168.069,4/4,0.761
R&B,Mahalia,Sober,3C57ewlHARCVqeH3KiYkma,66,0.34,0.657,266288.0,0.7,0.000106,A#,0.0992,-4.911,Minor,0.382,82.113,4/4,0.61
R&B,Gabe Bondoc,You're It,4L7Mv8ofgxNZ3VskXqBV5Q,47,0.594,0.751,268421.0,0.347,0.0,G,0.0851,-8.787,Major,0.0658,76.007,4/4,0.536
Classical,Ludwig van Beethoven,"Symphony No. 1 in C Major, Op. 21: II. Andante cantabile con moto",3hvOm1vkx8bdFVepYdgvLu,25,0.934,0.226,470693.0,0.012,0.257,C,0.0838,-30.321,Major,0.036,104.026,3/4,0.0524
R&B,Monica,Love All Over Me,3jmrIQTRL9ea0Xv4yCvJEJ,47,0.546,0.514,229947.0,0.628,0.0,E,0.161,-5.661,Minor,0.0451,129.539,4/4,0.422
Ska,Less Than Jake,Mostly Memories,61GGeKeB3uhcoTC4NCzPME,24,0.282,0.612,193760.0,0.978,0.0,G,0.278,-3.131,Major,0.0664,110.043,4/4,0.776
Hip-Hop,Young Dolph,Royalty,7hABI1LTG3KXe131AzTfvk,50,0.0509,0.882,194882.0,0.502,0.0,D,0.0913,-6.072,Major,0.0874,130.03,4/4,0.343
Blues,Bo Diddley,Goin' Down Slow,0IoDOXfEmOBPGwKL9mfdCj,28,0.0665,0.358,289173.0,0.433,0.0,E,0.115,-12.402,Major,0.0428,172.884,3/4,0.637
Reggaeton,"Secreto ""El Famoso Biberon""",El Que No Aguanta La Presion,0HFqov25QmjWlIWZsyE1ZB,32,0.155,0.84,165947.0,0.893,0.0,A#,0.0547,-1.841,Minor,0.248,115.0,4/4,0.857
Electronic,Portishead,Humming - Live,0Xmg11Mt2C4V9J6PWw203q,38,0.579,0.6,397267.0,0.6,0.0477,G,0.645,-8.607,Major,0.0378,74.124,4/4,0.0508
Hip-Hop,88GLAM,12,4JRe23RYB0fN3rkYj1Uqm2,62,0.369,0.747,195200.0,0.557,3.53e-05,C#,0.103,-8.971,Minor,0.069,149.965,4/4,0.552
Electronic,SVDDEN DEATH,Surrender,68CXLQ90YYmcAA9kZKESNt,31,0.00521,0.712,245379.0,0.947,0.00365,C#,0.131,-0.805,Major,0.216,72.504,4/4,0.418
Classical,Johannes Brahms,"Clarinet Quintet in B Minor, Op. 115: I. Allegro",4OEuqnSWcr87lOgJpkNDCu,0,0.977,0.212,762560.0,0.0707,0.285,D,0.0784,-19.041,Major,0.0388,137.008,3/4,0.124
Children’s Music,Ozzy Osbourne,Crazy Train - Remastered,2b9lp5A6CqSzwOrBfAFhof,75,0.361,0.453,296200.0,0.906,0.000569,A,0.26,-4.001,Major,0.115,137.575,4/4,0.473
Folk,Aquilo,Human,0h69cnBUjM51StfH6ak3UR,42,0.586,0.331,237561.0,0.469,0.00912,A,0.0693,-10.085,Major,0.0373,66.964,4/4,0.065
Folk,Grateful Dead,"Deal - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",0pPvu1AGxIj7pvESvSg4wi,48,0.385,0.657,370307.0,0.649,0.00418,D,0.706,-11.577,Major,0.049,128.833,4/4,0.568
Pop,Kendrick Lamar,untitled 07 | 2014 - 2016,40IQooNkPRVtn4zlE3ZFpA,62,0.738,0.567,496173.0,0.455,0.0,F#,0.708,-11.75,Minor,0.496,127.002,4/4,0.351
Movie,Richard M. Sherman,The Grand Ball,5qULLd25NUetWE4xfP4lmO,0,0.81,0.476,118000.0,0.274,0.676,F#,0.0742,-13.377,Major,0.049,107.78,4/4,0.429
Opera,Giacomo Puccini,"Madama Butterfly, Act 2: Un bel dì vedremo",09glu2fHZq1zcgJmZW5RWh,33,0.958,0.286,275200.0,0.115,0.000344,C#,0.0843,-16.937,Major,0.0499,74.749,5/4,0.112
Opera,Giuseppe Verdi,"Verdi: Rigoletto, Act 2 Scene 3: No. 9a, Scena, ""Povero Rigoletto! … Ei vien!"" (Marullo, Rigoletto, Ceprano, Borsa, Un paggio, Chorus)",3GamHFf1qLYRbcfQEOM4vE,10,0.978,0.435,240067.0,0.117,7.95e-05,E,0.135,-16.077,Minor,0.0453,103.103,4/4,0.172
Rap,Future,Fine China,5274I4mUMnYczyeXkGDWZN,85,0.0484,0.656,141587.0,0.542,0.0,G,0.126,-7.358,Major,0.323,166.111,4/4,0.551
Reggae,311,On a Roll,4pR9iDWzg5CtNeCwANASrq,35,0.0465,0.612,189827.0,0.911,0.0,B,0.193,-7.764,Major,0.0847,160.022,4/4,0.852
Country,Dolly Parton,The House of the Rising Sun,6lyzUrhvbZIl8JU2iRKquL,40,0.181,0.793,240307.0,0.559,0.00262,F#,0.109,-8.707,Minor,0.0434,125.193,4/4,0.55
Rap,T.I.,Whatever You Like,1IAzD1muglOxOcPbUHs70R,75,0.0161,0.68,249533.0,0.687,0.0,A,0.261,-6.162,Minor,0.0709,150.053,4/4,0.467
Reggae,Alborosie,Red,2diCCwr1gUMAhpD8wiM5io,34,0.289,0.796,206480.0,0.712,0.0,E,0.0843,-6.009,Minor,0.265,146.06,4/4,0.897
Comedy,Dana Gould,Dad Was a Bartender,6LsCPaDJ7j9xQZxQw45GP4,15,0.836,0.523,137653.0,0.573,0.0,C,0.786,-9.711,Major,0.902,102.204,3/4,0.492
Reggaeton,Joey Montana,Tus Ojos No Me Ven - feat. Joewell y Randy,09xnGXVrbniWV4mLTgGyD5,44,0.185,0.82,279568.0,0.566,0.0,G#,0.0677,-11.921,Major,0.12,95.015,4/4,0.67
Jazz,GurtyBeats,Long Way Back,3ZkLNpIhQdcGjgnOmTBuQk,57,0.396,0.715,109091.0,0.321,0.587,B,0.0802,-11.626,Minor,0.04,88.006,4/4,0.417
Blues,Lynyrd Skynyrd,God & Guns,1Yzi4gxDELjWljeiJWyMab,41,0.00696,0.244,344747.0,0.643,0.00925,F#,0.0933,-6.497,Major,0.0427,79.045,4/4,0.208
Reggae,Wailing Souls,What Is Your Meaning,0h5WQmzLMsX6pmHVqhjQb9,25,0.0207,0.833,222373.0,0.417,0.00172,B,0.0607,-9.063,Major,0.0643,129.488,4/4,0.775
Jazz,Gwen McCrae,Rockin' Chair,7Fv1ofVT92zx0XNJEEmmRW,36,0.208,0.592,204800.0,0.785,0.00101,A,0.0146,-5.914,Minor,0.0419,90.884,4/4,0.664
Pop,Rihanna,Hate That I Love You,7iu0WYLdo4yksKf3seaxzI,72,0.323,0.637,218947.0,0.73,0.0,F,0.0981,-5.38,Minor,0.0874,93.867,4/4,0.732
Movie,Disney Studio Chorus,Finale (Peace on Earth),3G8JwX84oByJlO1wmNmYAr,5,0.992,0.4,30267.0,0.164,0.000438,C#,0.0824,-9.463,Major,0.0351,126.049,4/4,0.556
Jazz,Freddie Hubbard,Open Sesame - Alternate Take/The Rudy Van Gelder Edition/2002 Digital Remaster,2gjSFqTL79uBeQbQJK4AA6,36,0.555,0.499,436200.0,0.571,0.00103,F,0.137,-8.843,Minor,0.0409,128.153,4/4,0.764
Ska,Big D and the Kids Table,The One,4IyLqrX2TTz4fEZCUvufjC,22,0.107,0.561,241707.0,0.849,0.0137,F,0.176,-4.508,Major,0.0446,76.338,4/4,0.752
Rap,Ghostemane,Venom,7tUXZgLbOCvRJ9FBlairoU,67,0.0332,0.909,134271.0,0.573,0.0163,F,0.657,-6.856,Major,0.181,144.946,4/4,0.392
Soundtrack,Philip Glass,The Hours,2vHxeotyQDiCsKaYsaDG5P,43,0.973,0.41,467560.0,0.125,0.946,G,0.092,-21.216,Minor,0.0324,103.984,4/4,0.0351
Reggaeton,Donny Caballero,Ponte Bacano,0Da2fRZ3pR95ilt9Mvm7ct,41,0.302,0.849,187495.0,0.747,0.0,F,0.129,-6.394,Minor,0.0682,120.011,4/4,0.871
Classical,Frédéric Chopin,"Waltz No. 10 in B Minor, Op. 69 No. 2",3RNCBO5rwLlGMQZrQ2W4hK,25,0.993,0.407,302000.0,0.0226,0.913,B,0.0752,-27.009,Minor,0.0498,55.718,4/4,0.0447
Alternative,Tom Morello,"Rabbit’s Revenge (feat. Bassnectar, Big Boi, and Killer Mike)",7fN3nvdONTQwkYA9z0UnJC,39,0.0007,0.432,179344.0,0.942,0.0,D,0.514,-5.606,Major,0.102,175.965,4/4,0.242
Classical,Frederick Delius,"Two Aquarelles (1987 Remaster): II. Gaily, but not quick",4PwywCngJG2ykV2D0HG368,37,0.978,0.194,124027.0,0.132,0.9,D,0.0993,-20.037,Major,0.0362,77.6,4/4,0.0639
Soundtrack,Trent Reznor and Atticus Ross,We Forget Who We Are,3d9C3hdUxI4OloLcSpOI1k,33,0.981,0.172,295635.0,0.108,0.894,C,0.062,-24.43,Major,0.0401,70.687,3/4,0.0377
Ska,The Pioneers,Samfie Man,7lg50PPjR4ae8VaSXWp46z,36,0.569,0.938,177307.0,0.496,0.000804,A#,0.0452,-8.217,Major,0.0445,107.438,4/4,0.844
Indie,Andrew McMahon in the Wilderness,Ohio,0fkD7hezCmtyR6oJ2PY3qJ,52,0.0309,0.434,252016.0,0.738,1.5e-06,A,0.349,-7.254,Major,0.0354,172.109,4/4,0.523
Indie,The Sweeplings,Hold Me,7spcwLd3N30fMwD7xtO84I,59,0.872,0.554,244520.0,0.29,0.0,G,0.082,-10.92,Major,0.0327,136.073,4/4,0.0845
Indie,Radiohead,Lotus Flower,1amSa5xo79zINsgrpNlNge,58,0.0895,0.721,300219.0,0.676,0.336,D,0.0826,-8.78,Minor,0.0321,127.997,4/4,0.621
