bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
44905,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,4.19,1590303164,9781590303160,eng,312,21673,1395,1/10/2006,Shambhala Publications
7015,A Midsummer Night's Dream,William Shakespeare/Roma Gill,3.94,0198320213,9780198320210,eng,99,14,3,8/15/2002,Oxford University Press  USA
32113,Ali and Nino,Kurban Said/Jenia Graman,3.92,0099283220,9780099283225,eng,237,147,22,10/5/2000,Vintage/Ebury
43828,The Unauthorized Anne Rice Companion,George Beahm,3.68,0836210360,9780836210361,eng,246,97,0,5/1/1996,Andrews and McMeel
11604,The Girl Who Loved Tom Gordon,Stephen King,3.59,0671042858,9780671042851,eng,264,1997,184,2/1/2000,Pocket Books
16304,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,0425200450,9780425200452,eng,322,145660,5711,8/31/2004,Berkley
31204,Tom Jones,Henry Fielding/Doreen Roberts,3.74,1853260215,9781853260216,eng,734,564,48,5/5/1992,Wordsworth Editions
10490,Postscript to the Name of the Rose,Umberto Eco,4.05,015173156X,9780151731565,eng,84,661,34,1/1/1984,Houghton Mifflin Harcourt P
21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593553943,9781593553944,eng,14,178,35,5/11/2004,Brilliance Audio
29533,Satan Burger,Carlton Mellick III,3.56,0971357234,9780971357235,eng,230,1691,129,11/1/2001,Eraserhead Press
38532,The New Jessica (Sweet Valley High  #32),Francine Pascal/Kate William,3.44,0553275607,9780553275605,eng,136,1054,25,10/1/1986,Bantam Books
38333,Black Hole,Charles Burns,3.84,037542380X,9780375423802,eng,368,38261,2037,10/18/2005,Pantheon
12828,How to Be Alone,Jonathan Franzen,3.59,0007153589,9780007153589,eng,306,336,33,7/2/2007,Harper Perennial
29745,Deception,Philip Roth,3.34,0099801906,9780099801900,eng,208,1524,118,1/17/2006,Vintage
25200,Silence,Shūsaku Endō/William Johnston,4.08,0800871863,9780800871864,eng,201,17485,2100,1/1/1999,Taplinger Publishing
10796,A Farewell to Arms,Ernest Hemingway/John Slattery,3.8,0743564375,9780743564373,eng,8,290,65,5/1/2006,Simon  Schuster Audio
41342,Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,4.15,1591161304,9781591161301,eng,196,1473,22,1/7/2004,Viz Media
45292,Walt Whitman: Words for America,Barbara Kerley/Brian Selznick,4.05,0439357918,9780439357913,eng,56,258,58,10/1/2004,Scholastic Press
34157,Political Philosophy: A Beginner's Guide for Students and Politicians,Adam Swift,3.93,0745628478,9780745628479,eng,194,6,0,10/15/2001,Polity Press
26805,The Sibley Field Guide to Birds of Western North America,David Allen Sibley,4.69,0679451218,9780679451211,en-US,473,730,36,4/29/2003,Alfred A. Knopf
44972,Bob Marley - Songs of Freedom,Bob Marley,4.48,0793536693,9780793536696,eng,200,16,1,12/1/1995,Hal Leonard Publishing Corporation
36361,1848: The Revolution of the Intellectuals,Lewis B. Namier/James Joll,3.11,0197261116,9780197261118,eng,144,15,0,3/12/1992,British Academy
22226,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,3.74,037312418X,9780373124183,eng,192,224,20,8/25/2004,Harlequin Presents
41648,Chicken Trek,Stephen Manes,4.39,0553157167,9780553157161,eng,128,96,8,7/1/1989,Bantam Skylark
36303,'Salem's Lot,Stephen King,4.02,0451139690,9780451139696,eng,427,186,22,8/1/1976,Signet
23238,The Cat's Fancy,Julie Kenner,3.57,0505523973,9780505523976,eng,391,244,27,8/1/2000,Love Spell
44309,Reading in the Dark,Seamus Deane,3.73,0375700234,9780375700231,en-US,256,3237,227,2/24/1998,Vintage
31102,Straight Talking,Jane Green,3.64,0141011513,9780141011516,en-GB,304,234,12,9/5/2002,Penguin
28867,The Princes of Ireland (The Dublin Saga  #1),Edward Rutherfurd,3.86,0345472357,9780345472359,eng,778,10514,865,3/1/2005,Ballantine Books
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,3.98,0553803522,9780553803525,eng,403,10327,318,9/26/2006,Bantam Books
33727,Welcome to Temptation (Dempseys  #1),Jennifer Crusie,3.94,0312932804,9780312932800,eng,416,28903,918,7/11/2004,St. Martin's Paperbacks
3684,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,0452287650,9780452287655,en-US,224,130,16,12/1/2006,Plume Books
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13,0553587072,9780553587074,eng,528,777,48,10/26/2004,Bantam Spectra
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4.0,0312291450,9780312291457,eng,344,13622,731,8/24/2002,L.A. Weekly Books
39031,The Cabinet of Curiosities (Pendergast  #3),Douglas Preston/Lincoln Child,4.25,0446611239,9780446611237,eng,629,34650,1722,6/1/2003,Warner Books
5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,0385720106,9780385720106,en-GB,400,68554,1476,12/3/1999,Anchor Books
42855,Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley/Barack Obama/Martin Luther King Jr.,4.3,0486447618,9780486447612,eng,160,230,21,4/28/2006,Dover Publications
40470,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,4.09,0679747192,9780679747192,eng,292,17475,946,5/25/1999,Vintage
10682,The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,3.94,0553483323,9780553483321,eng,96,54,2,9/1/1996,Sweet Valley
20219,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,4.3,0393924912,9780393924916,eng,673,291,10,8/1/2008,W. W. Norton & Company
12969,Winter's Tales,Isak Dinesen/Karen Blixen,3.9,0679743340,9780679743347,eng,320,1464,100,6/1/1993,Vintage
37477,Happiness,Will Ferguson,3.79,006052510X,9780060525101,eng,320,2256,182,6/3/2003,HarperPerennial
4935,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,0140449248,9780140449242,eng,1013,1673,184,2/27/2003,Penguin Books Ltd
18533,Doctor Faustus and Other Plays,Christopher Marlowe/Eric Rasmussen/David Bevington,3.98,0192834452,9780192834454,eng,503,1712,40,5/7/1998,Oxford University Press
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,0192832603,9780192832603,eng,282,158,2,12/20/2001,Oxford University Press
6366,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,0061134236,9780061134234,eng,336,1226,120,8/29/2006,William Morrow Paperbacks
16994,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,3.93,1563896230,9781563896231,eng,144,216,10,8/1/2000,DC Comics
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,0140285970,9780140285970,eng,400,102,8,9/1/1999,Penguin Books
2102,Stephen Hawking's Universe,John Boslough,4.02,0380707632,9780380707638,eng,160,674,30,6/1/1989,Avon
2166,The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,3.77,0743564367,9780743564366,eng,3,393,77,5/1/2006,Simon  Schuster Audio
33501,Song of Cthulhu: Tales of the Spheres Beyond Sound,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,3.67,1568821174,9781568821177,eng,211,45,4,12/3/2005,Chaosium
38650,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson/Leslie A.  Kelly,4.24,0060973463,9780060973469,eng,120,91,7,12/1/1995,Harper Perennial
30735,The Complete Essays,Michel de Montaigne/M.A. Screech,4.24,0140446044,9780140446043,eng,1344,10657,290,2/25/1993,Penguin Classics
15578,The Elfstones of Shannara (The Original Shannara Trilogy #2),Terry Brooks,3.97,0345285549,9780345285546,eng,564,1691,152,10/10/2000,Del Rey Books
18279,Phenomenology of Perception,Maurice Merleau-Ponty/Colin Smith,4.15,0415278414,9780415278416,eng,544,5078,77,5/3/2005,Routledge
45529,Montaillou: The Promised Land of Error,Emmanuel Le Roy Ladurie/Barbara Bray,3.96,0394729641,9780394729640,eng,416,1142,62,7/12/1979,Vintage/Random House (NY)
39637,Run (Fearless  #3),Francine Pascal,3.93,067103748X,9780671037482,eng,205,2262,50,3/1/2000,Simon & Schuster (Trade Division)
4106,Blink 182,Anne Hoppus,4.42,0859653234,9780859653237,eng,112,62,4,12/1/2001,Plexus Publishing Ltd
25866,My Uncle Napoleon,Iraj Pezeshkzad/Dick Davis/Azar Nafisi,4.16,0812974433,9780812974430,eng,509,790,113,4/11/2006,Modern Library
14473,Merry Christmas  Amelia Bedelia,Peggy Parish/Lynn Sweat,4.29,0060099453,9780060099459,eng,64,2508,63,10/1/2002,Greenwillow Books
9223,Teaching Classical Ballet,John               White,4.47,081301395X,9780813013954,eng,200,15,1,4/20/1996,University Press of Florida
21071,Landscape and Memory,Simon Schama,4.17,0679735127,9780679735120,eng,672,900,80,11/5/1996,Vintage
31490,The Serpent and the Rainbow,Wade Davis,3.91,0684839296,9780684839295,en-US,304,3373,293,8/5/1997,Simon  Schuster
11978,Terraforming Earth,Jack Williamson,3.46,0765344971,9780765344977,eng,352,17,3,2/17/2003,Tor Science Fiction
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,0743272498,9780743272490,eng,390,136931,3915,9/6/2006,Washington Square Press
42609,As You Like It,William Shakespeare/Juliet Dusinberre,3.83,1904271227,9781904271222,eng,449,410,36,7/25/2006,Bloomsbury Arden Shakespeare
2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,0307264890,9780307264893,en-US,560,1338,113,9/26/2006,Everyman's Library
37947,The Pusher (87th Precinct  #3),Ed McBain,3.9,0752857932,9780752857930,eng,192,1098,75,7/3/2003,Orion Books
42355,God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,0883689448,9780883689448,eng,416,1481,67,11/1/2000,Whitaker House
21779,The Season: A Candid Look at Broadway,William Goldman,4.1,0879100230,73999768442,eng,448,291,35,7/1/2004,Limelight
36664,Mary Engelbreit's Home Companion,Charlotte Lyons/Mary Engelbreit/Barbara E. Martin,4.12,0836246217,9780836246216,eng,128,60,2,8/1/1994,Andrews McMeel Publishing
23547,America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,4.02,0446691860,9780446691864,en-GB,227,1827,116,9/25/2006,Warner Books
13922,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,4.01,0765345900,9780765345905,eng,544,5653,225,8/1/2004,Tor Books
11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott,4.07,0394577299,9780394577296,eng,297,14,3,4/21/1992,Alfred A. Knopf
13488,JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Hirohiko Araki,4.45,142150653X,9781421506531,eng,208,450,8,6/6/2006,VIZ Media
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,0756403456,9780756403454,en-US,543,54,2,5/2/2006,DAW Hardcover
4695,The Rabbi,Noah Gordon,3.69,0449214540,9780449214541,eng,448,921,44,8/12/1987,Fawcett
32686,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92,0765300354,9780765300355,en-US,717,339,25,9/8/2001,Tor Books
44533,Hood,Emma Donoghue,3.59,1555834531,9781555834531,eng,309,1895,170,7/1/1998,Alyson Books
38898,The Guide to Hollywood and Beverly Hills,Charles Lockwood,4.33,0517550369,9780517550366,eng,174,3,0,1/16/1984,Random House Value Publishing
9124,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,0393927547,9780393927542,en-US,517,663,52,8/1/2006,W. W. Norton & Company
25216,Eden: It's an Endless World  Volume 3 (Eden: It's an Endless World  #3),Hiroki Endo,4.2,1593075294,9781593075293,eng,224,421,14,5/16/2006,Dark Horse Manga
34288,The Time of the Ghost,Diana Wynne Jones,3.66,0064473546,9780064473545,eng,291,2122,123,1/1/1981,HarperTrophy
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,0553609416,76783609419,eng,2088,98611,1447,10/6/1998,Starfire
7716,Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,3.9,0140437940,9780140437942,eng,336,265,10,3/27/2003,Penguin Classics
15872,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,8478889930,9788478889938,spa,602,5104,386,2/28/2006,Salamandra
32286,A Mad People's History of Madness,Dale Peterson,4.33,0822953315,9780822953319,eng,384,9,0,3/15/1982,University of Pittsburgh Press
26055,The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,4.11,037328523X,9780373285235,eng,458,9423,90,6/16/2006,Mira
30268,Dates from Hell,Kim Harrison/Lynsay Sands/Kelley Armstrong/Lori Handeland,3.78,006085409X,9780060854096,eng,416,10630,309,3/28/2006,Avon
16842,A Single Man,Christopher Isherwood,4.1,0816638624,9780816638628,eng,192,17451,1029,3/20/2001,Univ Of Minnesota Press
43669,McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.9,0425145301,9780425145302,eng,352,1604,49,1/1/1995,Berkley
26292,The Chairman (Christian Gillette  #1),Stephen W. Frey,3.98,0345457617,9780345457615,eng,415,2173,89,12/27/2005,Fawcett Books
8051,Gary Grizzle,Roger Hargreaves/Gray Jolliffe,4.33,0679801251,9780679801252,eng,32,3,0,10/14/1989,Random House for Young Readers
14318,Chronicles: Volume One,Bob Dylan,3.98,0743244583,9780743244589,eng,320,42014,1304,9/13/2005,Simon  Schuster
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,0060544880,9780060544881,eng,912,5161,184,4/5/2005,William Morrow Paperbacks
24657,Penguin Book Of Norse Myths: Gods Of The Vikings,Kevin Crossley-Holland,4.2,0140258698,9780140258691,en-GB,276,116,9,1/7/1997,Penguin UK
20316,Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,0727862987,9780727862983,eng,197,31,2,12/20/2005,Severn House Publishers
33777,Venice: Tales of the City,Michelle Lovric,3.68,034911899X,9780349118994,eng,464,34,3,1/20/2005,Abacus
6721,Wild Things: Four Tales,Douglas Clegg,3.58,1587671565,9781587671562,eng,97,67,8,10/1/2006,Cemetery Dance Publications
5217,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,1417735988,9781417735983,eng,417,90,5,2/1/2006,Turtleback Books
25841,The Road To War  1933 39,Andrew      Hunt,0.0,0340774770,9780340774779,eng,128,0,0,4/1/2000,Hodder & Stoughton Educational Division
33137,Floating in My Mother's Palm,Ursula Hegi/John Collier/Francine Kass,3.82,0684854759,9780684854755,en-US,192,2738,218,7/3/1998,Touchstone
30646,Beyond the Chains of Illusion: My Encounter with Marx and Freud,Erich Fromm/Rainer Funk,4.07,082641897X,9780826418975,eng,152,285,20,12/17/2006,Bloomsbury / Continuum
33507,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne/Anthony Bonner,3.88,076072850X,9780760728505,eng,394,142879,3087,4/1/2002,Barnes & Noble
3468,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,8496284530,9788496284531,spa,444,31,3,4/1/2005,Roca Editorial
32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,0895941414,9780895941411,en-GB,190,12105,568,6/1/1984,Crossing Press
16035,When the Elephants Dance,Tess Uriza Holthe,4.03,0142002887,9780142002889,en-US,368,2627,382,6/24/2003,Penguin Books
7959,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,0765341298,9780765341297,en-GB,368,5618,514,11/29/2005,Forge Books
44644,Principle-Centered Leadership,Stephen R. Covey,4.1,0671792806,9780671792800,eng,336,15003,140,10/1/1992,Free Press
43812,Entrevista con el vampiro (Crónicas vampíricas  #1),Anne Rice/Marcelo Covián,3.99,8466616209,9788466616201,spa,463,1307,93,6/1/2005,Ediciones B
32264,The Family that Couldn't Sleep,D.T. Max,3.91,1400062454,9781400062454,eng,299,4568,350,9/5/2006,Random House (NY)
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,0765353709,9780765353702,eng,426,4789,83,8/29/2006,Tor Science Fiction
30143,L'albero,Shel Silverstein/Daniela Gamba,4.37,887782719X,9788877827197,ita,62,36,7,5/1/2000,Salani
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,072324779X,9780723247791,eng,58,5209,130,3/7/2002,Warne
34539,Going Postal (Discworld  #33),Terry Pratchett,4.38,0060013133,9780060013134,en-US,377,969,114,9/28/2004,Harper
25440,The Namesake: A Portrait of the Film Based on the Novel by Jhumpa Lahiri,Mira Nair/Jhumpa Lahiri,4.05,1557047413,9781557047410,eng,144,621,26,12/1/2006,Newmarket
28428,The Secret Swan,Shana Abe,3.67,0553582003,9780553582000,eng,393,695,51,4/3/2001,Bantam
26147,Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Gordon W. Allport,4.36,1844132390,9781844132393,eng,160,1959,198,5/6/2004,Rider
1935,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07,1402714580,9781402714580,eng,536,1395,131,10/1/2004,Sterling
4686,Ultimate Punishment,Scott Turow,3.81,031242373X,9780312423735,eng,176,506,50,8/1/2004,St. Martins Press-3PL
34327,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,8484451143,9788484451143,spa,383,6,0,1/1/2006,Gaia Books
15598,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis/Suzanne Arms,4.37,1587612216,9781587612213,eng,312,875,43,11/1/2004,Celestial Arts
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,0441094996,9780441094998,en-US,388,19427,572,6/1/1988,Ace Books
18790,The Portable Faulkner,William Faulkner/Malcolm Cowley,4.29,014243728X,9780142437285,eng,650,776,22,2/25/2003,Penguin Books
18615,Princess Sultana's Daughters,Jean Sasson,3.89,038547444X,9780385474443,eng,229,59,5,6/1/1994,Doubleday Books
25672,Confessions of Saint Augustine (Paraclete Living Library),Augustine of Hippo/J.M. Lelen,3.92,0899421695,9780899421698,eng,448,13,4,1/1/1997,Catholic Book Publishing
22331,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,3.77,189239118X,9781892391186,eng,208,104,19,9/1/2004,Tachyon Publications
10574,The Colorado Kid,Stephen King,3.32,0843955848,9780843955842,eng,178,24611,1970,2/20/2006,Hard Crime Case
30399,The Switch,Sandra Brown,3.92,0749932554,9780749932558,eng,576,9295,478,9/6/2001,Piatkus Books
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,9780812969702,eng,397,1693,100,9/12/2006,Random House
17031,Flatland,Edwin A. Abbott/Ian Stewart,3.82,190398517X,9781903985175,eng,272,14,2,3/6/2002,Basic Books
24205,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,3.47,0553155717,9780553155716,eng,104,18,2,3/1/1988,Bantam
22803,犬夜叉 26,Rumiko Takahashi,4.28,4091256465,9784091256461,jpn,192,11,1,6/18/2002,小学館
7591,A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,3.61,9626343664,9789626343661,eng,368,27,8,8/1/2005,Naxos Audiobooks
30626,Letters to Children,C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham,4.19,0805420436,9780805420432,eng,128,1634,134,3/31/1999,B&H Publishing Group
10500,Baby Names for Dummies,Margaret  Rose/Heather Rose Jones,3.32,0764543407,9780764543401,eng,364,13,7,5/1/2005,For Dummies
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,0252063023,9780252063022,eng,164,0,0,7/1/1993,University of Illinois Press
