budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://disney.go.com/disneypictures/pirates/,58,"[{""id"": 616, ""name"": ""witch""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 910, ""name"": ""bondage""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1319, ""name"": ""east india trading company""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",145.847379,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]","[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""DM"", ""name"": ""Dominica""}]",2006-06-20,1065659812,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246
64000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.thelittleprincemovie.com/,309809,"[{""id"": 490, ""name"": ""philosophy""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9736, ""name"": ""little boy""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 10873, ""name"": ""school""}, {""id"": 10938, ""name"": ""old man""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 14532, ""name"": ""crazy""}, {""id"": 15101, ""name"": ""based on children's book""}, {""id"": 170647, ""name"": ""story""}, {""id"": 180787, ""name"": ""social differences""}, {""id"": 209714, ""name"": ""3d""}]",en,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",35.384423,"[{""name"": ""Onyx Films"", ""id"": 2203}, {""name"": ""NetFlix"", ""id"": 8858}, {""name"": ""Orange Studios"", ""id"": 15433}, {""name"": ""CityMation"", ""id"": 41042}, {""name"": ""On Entertainment"", ""id"": 59725}, {""name"": ""Zippcast Films"", ""id"": 60658}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-07-29,97571250,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Growing up isn't the problem... forgetting is.,The Little Prince,7.6,756
5800000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",,3482,"[{""id"": 90, ""name"": ""paris""}, {""id"": 254, ""name"": ""france""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 4655, ""name"": ""hijacking of train""}, {""id"": 5375, ""name"": ""artwork""}, {""id"": 5552, ""name"": ""train ride""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 9904, ""name"": ""french resistance""}, {""id"": 10663, ""name"": ""train crash""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 156031, ""name"": ""art theft""}]",en,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",4.49029,"[{""name"": ""Les Productions Artistes Associ\u00e9s"", ""id"": 64}, {""name"": ""Les Films Ariane"", ""id"": 7110}, {""name"": ""Dear Film Produzione"", ""id"": 11929}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-09-21,6800000,133.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"It carried their hopes, their nation's honour!",The Train,7.2,72
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.universalstudiosentertainment.com/hot-fuzz/,4638,"[{""id"": 5331, ""name"": ""village""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 167268, ""name"": ""police force""}, {""id"": 167284, ""name"": ""cowboy costume""}, {""id"": 207819, ""name"": ""accident""}]",en,Hot Fuzz,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",38.623178,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""GAGA"", ""id"": 3656}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-02-14,80573774,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big cops. Small town. Moderate violence.,Hot Fuzz,7.4,2199
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,11194,"[{""id"": 2820, ""name"": ""wound""}, {""id"": 4560, ""name"": ""mountaineer""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 7330, ""name"": ""glacier""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 209455, ""name"": ""cordillera huayhuash""}]",en,Touching the Void,"A documentary based on the book of the same name by Joe Simpson about Simpson's and Simon Yates' disastrous and near-fatal attempt to climb 6,344m Siula Grande in the Cordillera Huayhuash in the Peruvian Andes in 1985.",14.045887,"[{""name"": ""Darlow Smithson Productions"", ""id"": 2015}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""PBS"", ""id"": 5826}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-09-05,13885802,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Touching the Void,7.6,138
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,30082,"[{""id"": 10183, ""name"": ""independent film""}]",en,Forty Shades of Blue,A Russian woman living in Memphis with a much older rock-n-roll legend experiences a personal awakening when her husband's estranged son comes to visit.,0.071377,"[{""name"": ""Charlie Guidance"", ""id"": 45004}, {""name"": ""Flux Films"", ""id"": 54034}, {""name"": ""High Line Productions"", ""id"": 54035}, {""name"": ""Tiny Dancer Films"", ""id"": 54036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-07,0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Forty Shades of Blue,6.0,2
312000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,55123,"[{""id"": 10183, ""name"": ""independent film""}]",en,Tumbleweeds,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",1.505703,"[{""name"": ""Fine Line Features"", ""id"": 8}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-11-28,1281176,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They ran away from everything but each other.,Tumbleweeds,6.2,11
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,821,"[{""id"": 934, ""name"": ""judge""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3061, ""name"": ""national socialism""}, {""id"": 3068, ""name"": ""national socialist party""}, {""id"": 4172, ""name"": ""nuremberg trials""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 11038, ""name"": ""trial""}]",en,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",13.338539,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Roxlom Films"", ""id"": 526}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-12-01,10000000,186.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The event the world will never forget,Judgment at Nuremberg,7.6,155
63000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",,1370,"[{""id"": 271, ""name"": ""competition""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3055, ""name"": ""soviet troops""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 4269, ""name"": ""war on freedom""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 5389, ""name"": ""mujahid""}, {""id"": 10328, ""name"": ""reality show""}, {""id"": 10511, ""name"": ""western""}, {""id"": 161048, ""name"": ""japanese food""}, {""id"": 168622, ""name"": ""soap opera""}]",en,Rambo III,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",31.294717,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-05-24,189015611,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The first was for himself. The second for his country. This time it's to save his friend.,Rambo III,5.7,690
0,"[{""id"": 35, ""name"": ""Comedy""}]",,13166,"[{""id"": 2564, ""name"": ""wheelchair""}, {""id"": 8631, ""name"": ""slacker""}, {""id"": 9956, ""name"": ""sausage""}]",en,Freddy Got Fingered,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",8.710294,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""MBST/Lloyd Productions"", ""id"": 51708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-18,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A touching story of a young man who desperately wants to make his daddy proud.,Freddy Got Fingered,4.6,115
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,13908,"[{""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Master of Disguise,"A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!",4.382761,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,0,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He can get into any disguise... getting out is another story.,The Master of Disguise,3.7,78
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,11835,"[{""id"": 697, ""name"": ""loss of son""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 11522, ""name"": ""police officer killed""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 160543, ""name"": ""semiautomatic pistol""}, {""id"": 172353, ""name"": ""finger gun""}]",en,Death Sentence,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",12.643703,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Brass Hat Films"", ""id"": 13817}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-31,16974459,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Protect what's yours.,Death Sentence,6.5,297
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,39437,[],en,Beloved,"After Paul D. finds his old slave friend Sethe in Ohio and moves in with her and her daughter Denver, a strange girl comes along by the name of ""Beloved"". Sethe and Denver take her in and then strange things start to happen...",1.453765,"[{""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-16,0,172.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The past has a life of its own.,Beloved,5.9,26
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.runfatboyrunmovie.com/,7942,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2687, ""name"": ""fianc\u00e9""}, {""id"": 4613, ""name"": ""training""}, {""id"": 6432, ""name"": ""rent""}, {""id"": 6921, ""name"": ""jogging""}, {""id"": 7248, ""name"": ""marathon""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13149, ""name"": ""pregnancy""}]",en,Run Fatboy Run,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",14.905357,"[{""name"": ""Entertainment Films"", ""id"": 2245}, {""name"": ""Material Entertainment"", ""id"": 2246}, {""name"": ""Beech Hill Films"", ""id"": 6847}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-06,33000000,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run",6.2,238
28000000,"[{""id"": 12, ""name"": ""Adventure""}]",,11780,"[{""id"": 388, ""name"": ""scotland""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 160279, ""name"": ""18th century""}, {""id"": 208070, ""name"": ""highlands""}, {""id"": 220446, ""name"": ""violent man""}]",en,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.703456,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Talisman Productions"", ""id"": 8989}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-04-13,31596911,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,6.5,148
11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,11470,"[{""id"": 1471, ""name"": ""places and planets""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3385, ""name"": ""cryogenics""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 41337, ""name"": ""freeze""}]",en,Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",11.220643,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-24,16951798,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil has an upgrade.,Jason X,4.5,291
135000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://www.turbomovie.com/,77950,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 830, ""name"": ""car race""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 3428, ""name"": ""speed""}, {""id"": 3720, ""name"": ""power""}, {""id"": 4455, ""name"": ""snail""}, {""id"": 6525, ""name"": ""fast""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 33637, ""name"": ""superpower""}, {""id"": 167986, ""name"": ""racer""}]",en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,44.765377,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-11,282570682,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,SLO NO MO,Turbo,6.1,1074
14000000,"[{""id"": 18, ""name"": ""Drama""}]",,2013,"[{""id"": 1731, ""name"": ""writing""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2629, ""name"": ""psychological stress""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4222, ""name"": ""editor-in-chief""}, {""id"": 4653, ""name"": ""french""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14781, ""name"": ""patient""}, {""id"": 158558, ""name"": ""disabled""}]",fr,Le scaphandre et le papillon,"Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",13.65494,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Banques Populaire Image 7"", ""id"": 1997}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""C.R.R.A.V. Nord Pas de Calais"", ""id"": 11433}, {""name"": ""R\u00e9gion Nord-Pas-de-Calais"", ""id"": 11434}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-22,19777647,112.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Let your imagination set you free,The Diving Bell and the Butterfly,7.4,283
7000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,8068,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 139, ""name"": ""anti terror""}, {""id"": 502, ""name"": ""ambush""}, {""id"": 534, ""name"": ""mexico""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3458, ""name"": ""bartender""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10044, ""name"": ""tragic hero""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14575, ""name"": ""mariachi""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 41372, ""name"": ""leg brace""}, {""id"": 154889, ""name"": ""concealed weapon""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 226790, ""name"": ""bookstore""}]",en,Desperado,A gunslinger is embroiled in a war with a local drug runner.,25.511217,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-08-25,25405445,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When the smoke clears, it just means he's reloading.",Desperado,6.8,881
5000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",,292481,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10103, ""name"": ""children""}, {""id"": 156099, ""name"": ""new york yankees""}]",en,Henry & Me,"Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away!",0.999655,"[{""name"": ""Henry & Me Productions"", ""id"": 34306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-18,0,67.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Henry & Me,3.0,3
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,70670,"[{""id"": 13095, ""name"": ""death of lover""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 158927, ""name"": ""police investigation""}]",en,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,20.821846,"[{""name"": ""Nordisk Film"", ""id"": 235}, {""name"": ""Yellow Bird Films"", ""id"": 5746}, {""name"": ""Friland Produksjon"", ""id"": 8246}, {""name"": ""ARD Degeto Film"", ""id"": 10947}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",2011-08-04,15699707,100.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The hunt is on.,Headhunters,7.1,399
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,9880,"[{""id"": 5515, ""name"": ""heir to the throne""}, {""id"": 5987, ""name"": ""grandmother granddaughter relationship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",40.176265,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""BrownHouse Productions"", ""id"": 26423}, {""name"": ""Bottom of the Ninth Productions"", ""id"": 65559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,165335153,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She rocks. She rules. She reigns.,The Princess Diaries,6.5,1023
